ca_core_level_1;Outpost;;;;;;;;;;;;;x
ca_core_level_1_desc;Although small, this holding is still more than capable of serving the realm, despite it's size, against domestic danger.;;;;;;;;;;;;;x
ca_core_level_2;Small Fort;;;;;;;;;;;;;x
ca_core_level_2_desc;A small fort, this holding is capable of protecting the holding against domestic dangers and can, even if barely, help serve against an organised aggressor as a first line of defence.;;;;;;;;;;;;;x
ca_core_level_3;Fort;;;;;;;;;;;;;x
ca_core_level_3_desc; ;;;;;;;;;;;;;x
ca_core_level_4;Small Castle;;;;;;;;;;;;;x
ca_core_level_4_desc; ;;;;;;;;;;;;;x
ca_core_level_5;Castle;;;;;;;;;;;;;x
ca_core_level_5_desc; ;;;;;;;;;;;;;x
ca_core_level_6;Major Castle;;;;;;;;;;;;;x
ca_core_level_6_desc; ;;;;;;;;;;;;;x
ca_core_level_7;Huge Castle;;;;;;;;;;;;;x
ca_core_level_7_desc; ;;;;;;;;;;;;;x
ca_core_level_8;Minor Fortress;;;;;;;;;;;;;x
ca_core_level_8_desc; ;;;;;;;;;;;;;x
ca_core_level_9;Fortress;;;;;;;;;;;;;x
ca_core_level_9_desc; ;;;;;;;;;;;;;x
ca_core_level_10;Citadel;;;;;;;;;;;;;x
ca_core_level_10_desc; ;;;;;;;;;;;;;x
ca_core_level_11;Gargantuan Citadel;;;;;;;;;;;;;x
ca_core_level_11_desc; ;;;;;;;;;;;;;x
ca_barracks_1;Tiny Infantry Barracks;;;;;;;;;;;;;x
ca_barracks_1_desc; ;;;;;;;;;;;;;x
ca_barracks_2;Small Infantry Barracks;;;;;;;;;;;;;x
ca_barracks_2_desc; ;;;;;;;;;;;;;x
ca_barracks_3;Medium Infantry Barracks;;;;;;;;;;;;;x
ca_barracks_3_desc; ;;;;;;;;;;;;;x
ca_barracks_4;Large Infantry Barracks;;;;;;;;;;;;;x
ca_barracks_4_desc; ;;;;;;;;;;;;;x
ca_barracks_5;Sizeable Infantry Quarters;;;;;;;;;;;;;x
ca_barracks_5_desc; ;;;;;;;;;;;;;x
ca_barracks_6;Extensive Infantry Quarters;;;;;;;;;;;;;x
ca_barracks_6_desc; ;;;;;;;;;;;;;x
ca_barracks_7;Huge Infantry Quarters;;;;;;;;;;;;;x
ca_barracks_7_desc; ;;;;;;;;;;;;;x
ca_port_1;Tiny Dock;;;;;;;;;;;;;x
ca_port_1_desc; ;;;;;;;;;;;;;x
ca_port_2;Small Dock;;;;;;;;;;;;;x
ca_port_2_desc; ;;;;;;;;;;;;;x
ca_port_3;Small Castle Dock;;;;;;;;;;;;;x
ca_port_3_desc; ;;;;;;;;;;;;;x
ca_port_4;Castle Dock;;;;;;;;;;;;;x
ca_port_4_desc; ;;;;;;;;;;;;;x
ca_port_5;Dockyard;;;;;;;;;;;;;x
ca_port_5_desc; ;;;;;;;;;;;;;x
ca_port_6;Huge Dockyard;;;;;;;;;;;;;x
ca_port_6_desc; ;;;;;;;;;;;;;x
ca_walls_1;Palisade Wall;;;;;;;;;;;;;x
ca_walls_1_desc; ;;;;;;;;;;;;;x
ca_walls_2;Sturdy Palisade Wall;;;;;;;;;;;;;x
ca_walls_2_desc; ;;;;;;;;;;;;;x
ca_walls_3;Reinforced Palisade Wall;;;;;;;;;;;;;x
ca_walls_3_desc; ;;;;;;;;;;;;;x
ca_walls_4;Primitive Timber and Stone Wall;;;;;;;;;;;;;x
ca_walls_4_desc; ;;;;;;;;;;;;;x
ca_walls_5;Short Stone Wall;;;;;;;;;;;;;x
ca_walls_5_desc; ;;;;;;;;;;;;;x
ca_walls_6;Stone Wall;;;;;;;;;;;;;x
ca_walls_6_desc; ;;;;;;;;;;;;;x
ca_walls_7;Reinforced Stone Wall;;;;;;;;;;;;;x
ca_walls_7_desc; ;;;;;;;;;;;;;x
ca_walls_8;Impenetrable Stone Wall;;;;;;;;;;;;;x
ca_walls_8_desc; ;;;;;;;;;;;;;x
ca_walls_c_1;Palisade Curtain Wall;;;;;;;;;;;;;x
ca_walls_c_1_desc; ;;;;;;;;;;;;;x
ca_walls_c_2;Sturdy Palisade Curtain Wall;;;;;;;;;;;;;x
ca_walls_c_2_desc; ;;;;;;;;;;;;;x
ca_walls_c_3;Reinforced Palisade Curtain Wall;;;;;;;;;;;;;x
ca_walls_c_3_desc; ;;;;;;;;;;;;;x
ca_walls_c_4;Primitive Timber and Stone Curtain Wall;;;;;;;;;;;;;x
ca_walls_c_4_desc; ;;;;;;;;;;;;;x
ca_walls_c_5;Short Stone Curtain Wall;;;;;;;;;;;;;x
ca_walls_c_5_desc; ;;;;;;;;;;;;;x
ca_walls_c_6;Reinforced Stone Curtain Wall;;;;;;;;;;;;;x
ca_walls_c_6_desc; ;;;;;;;;;;;;;x
ca_walls_c_7;Tall Stone Curtain Wall;;;;;;;;;;;;;x
ca_walls_c_7_desc; ;;;;;;;;;;;;;x
ca_walls_c_8;Stone Bulwark;;;;;;;;;;;;;x
ca_walls_c_8_desc; ;;;;;;;;;;;;;x
ca_walls_c_9;Impenetrable Stone Bulwark;;;;;;;;;;;;;x
ca_walls_c_9_desc; ;;;;;;;;;;;;;x
ca_o_moat_1;Shallow Ditch;;;;;;;;;;;;;x
ca_o_moat_1_desc; ;;;;;;;;;;;;;x
ca_o_moat_2;Ditch;;;;;;;;;;;;;x
ca_o_moat_2_desc; ;;;;;;;;;;;;;x
ca_o_moat_3;Shallow Moat;;;;;;;;;;;;;x
ca_o_moat_3_desc; ;;;;;;;;;;;;;x
ca_o_moat_4;Moat;;;;;;;;;;;;;x
ca_o_moat_4_desc; ;;;;;;;;;;;;;x
ca_o_moat_5;Broad Moat;;;;;;;;;;;;;x
ca_o_moat_5_desc; ;;;;;;;;;;;;;x
ca_pat_1;Infrequent Foot Patrols;;;;;;;;;;;;;x
ca_pat_1_desc; ;;;;;;;;;;;;;x
ca_pat_2;Irregular Foot Patrols;;;;;;;;;;;;;x
ca_pat_2_desc; ;;;;;;;;;;;;;x
ca_pat_3;Regular Foot Patrols;;;;;;;;;;;;;x
