tp_core_level_1;Grove;;;;;;;;;;;;;x
tp_core_level_1_desc; ;;;;;;;;;;;;;x
tp_core_level_2;Small Shrine;;;;;;;;;;;;;x
tp_core_level_2_desc; ;;;;;;;;;;;;;x
tp_core_level_3;Shrine;;;;;;;;;;;;;x
tp_core_level_3_desc; ;;;;;;;;;;;;;x
tp_core_level_4;Small Temple;;;;;;;;;;;;;x
tp_core_level_4_desc; ;;;;;;;;;;;;;x
tp_core_level_5;Temple;;;;;;;;;;;;;x
tp_core_level_5_desc; ;;;;;;;;;;;;;x
tp_core_level_6;Major Temple;;;;;;;;;;;;;x
tp_core_level_6_desc; ;;;;;;;;;;;;;x
tp_core_level_7;Huge Temple;;;;;;;;;;;;;x
tp_core_level_7_desc; ;;;;;;;;;;;;;x
tp_core_level_8;Minor Church;;;;;;;;;;;;;x
tp_core_level_8_desc; ;;;;;;;;;;;;;x
tp_core_level_9;Church;;;;;;;;;;;;;x
tp_core_level_9_desc; ;;;;;;;;;;;;;x
tp_core_level_10;Large Church;;;;;;;;;;;;;x
tp_core_level_10_desc; ;;;;;;;;;;;;;x
tp_core_level_11;Gargantuan Church;;;;;;;;;;;;;x
tp_core_level_11_desc; ;;;;;;;;;;;;;x
tp_walls_1;Old Wooden Fence;;;;;;;;;;;;;x
tp_walls_1_desc; ;;;;;;;;;;;;;x
tp_walls_2;Wooden Fence;;;;;;;;;;;;;x
tp_walls_2_desc; ;;;;;;;;;;;;;x
tp_walls_3;Large Wooden Wall;;;;;;;;;;;;;x
tp_walls_3_desc; ;;;;;;;;;;;;;x
tp_walls_4;Primitive Timber and Stone Wall;;;;;;;;;;;;;x
tp_walls_4_desc; ;;;;;;;;;;;;;x
tp_walls_5;Small Stone Wall;;;;;;;;;;;;;x
tp_walls_5_desc; ;;;;;;;;;;;;;x
tp_walls_6;Stone Wall;;;;;;;;;;;;;x
tp_walls_6_desc; ;;;;;;;;;;;;;x
tp_walls_7;Large Stone Wall;;;;;;;;;;;;;x
tp_walls_7_desc; ;;;;;;;;;;;;;x
tp_walls_8;Curtain Wall;;;;;;;;;;;;;x
